"add","file","PRECTOT","PRECSNO","QSH","RHOA","SPEED","TLML","year","month","date"
"Asheville, NC","200103.nc4",6.84046826791018e-05,2.01434595510364e-05,0.00454911310225725,1.16056942939758,6.01623439788818,277.930419921875,"2001","03",2001-03-01
"Asheville, NC","200104.nc4",2.08505443879403e-05,3.94124725744405e-07,0.00797252263873816,1.13185083866119,5.12259006500244,286.62109375,"2001","04",2001-04-01
"Asheville, NC","200105.nc4",6.12412768532522e-05,0,0.0093935951590538,1.11298012733459,4.10220861434937,290.564147949219,"2001","05",2001-05-01
"Asheville, NC","200106.nc4",5.46970550203696e-05,0,0.0114808743819594,1.10047924518585,3.73141169548035,293.757232666016,"2001","06",2001-06-01
"Asheville, NC","200107.nc4",3.05236681015231e-05,0,0.0127179259434342,1.09394538402557,3.5255331993103,295.266998291016,"2001","07",2001-07-01
"Asheville, NC","200108.nc4",2.23280349018751e-05,0,0.0130103090777993,1.09364187717438,3.11306190490723,295.613128662109,"2001","08",2001-08-01
"Asheville, NC","200109.nc4",4.86254430143163e-05,0,0.00929810013622046,1.11342132091522,3.64822292327881,290.761474609375,"2001","09",2001-09-01
"Asheville, NC","200110.nc4",1.77133242686978e-05,1.82037690477088e-10,0.00587668642401695,1.13876330852509,4.90690279006958,285.609436035156,"2001","10",2001-10-01
"Asheville, NC","200111.nc4",1.89607035281369e-05,0,0.00555677432566881,1.14159548282623,4.4573130607605,285.048034667969,"2001","11",2001-11-01
"Asheville, NC","200112.nc4",2.98769809887744e-05,1.2495540886448e-06,0.00475905695930123,1.16144979000092,4.94009017944336,279.125762939453,"2001","12",2001-12-01
"Asheville, NC","200201.nc4",5.85017187404446e-05,8.43569159769686e-06,0.00435981573536992,1.16933310031891,5.27300357818604,277.138275146484,"2002","01",2002-01-01
"Asheville, NC","200202.nc4",1.73318512679543e-05,7.75625176174799e-06,0.00389582943171263,1.17403221130371,5.6043963432312,276.473724365234,"2002","02",2002-02-01
"Asheville, NC","200203.nc4",6.70063673169352e-05,2.7408170808485e-06,0.00608154898509383,1.15437424182892,5.44225025177002,281.106048583984,"2002","03",2002-03-01
"Asheville, NC","200204.nc4",1.86738889169646e-05,7.02299995936073e-10,0.00824382808059454,1.12997674942017,5.09663248062134,287.087982177734,"2002","04",2002-04-01
"Asheville, NC","200205.nc4",5.13393279106822e-05,0,0.00920670665800571,1.11943376064301,4.37154483795166,289.388671875,"2002","05",2002-05-01
"Asheville, NC","200206.nc4",1.34351976157632e-05,0,0.0113150784745812,1.09677422046661,3.81889748573303,294.927978515625,"2002","06",2002-06-01
"Asheville, NC","200207.nc4",2.60702709056204e-05,0,0.0129591543227434,1.08830797672272,3.44166779518127,297.068695068359,"2002","07",2002-07-01
"Asheville, NC","200208.nc4",1.88989633898018e-05,0,0.0114160422235727,1.09137988090515,3.41839623451233,296.664886474609,"2002","08",2002-08-01
"Asheville, NC","200209.nc4",9.2682646936737e-05,0,0.0112481582909822,1.10139119625092,4.05437564849854,293.517028808594,"2002","09",2002-09-01
"Asheville, NC","200210.nc4",5.9455447626533e-05,0,0.0093641085550189,1.12525761127472,3.6282811164856,287.476226806641,"2002","10",2002-10-01
"Asheville, NC","200211.nc4",6.59598008496687e-05,6.47318017854559e-07,0.00537155754864216,1.15805923938751,5.1585545539856,279.463500976562,"2002","11",2002-11-01
"Asheville, NC","200212.nc4",5.92100113863125e-05,2.9520750103984e-05,0.00390030140988529,1.17818880081177,5.3218150138855,274.999359130859,"2002","12",2002-12-01
"Asheville, NC","200301.nc4",3.11915864585899e-05,6.9721027102787e-06,0.00331786414608359,1.1885998249054,5.93459987640381,272.493194580078,"2003","01",2003-01-01
"Asheville, NC","200302.nc4",6.33132294751704e-05,2.28477565542562e-05,0.00440620211884379,1.17186713218689,5.42971038818359,275.806854248047,"2003","02",2003-02-01
"Asheville, NC","200303.nc4",7.017953612376e-05,5.51949960936327e-06,0.00652843527495861,1.14430201053619,4.83688688278198,281.997650146484,"2003","03",2003-03-01
"Asheville, NC","200304.nc4",7.91944257798605e-05,2.53806479122431e-06,0.00807370338588953,1.13088703155518,4.72456979751587,285.626220703125,"2003","04",2003-04-01
"Asheville, NC","200305.nc4",7.01250901329331e-05,0,0.0107615189626813,1.11260080337524,4.68822526931763,289.755218505859,"2003","05",2003-05-01
"Asheville, NC","200306.nc4",6.60854057059623e-05,0,0.0123585583642125,1.10098695755005,3.80291080474854,292.7666015625,"2003","06",2003-06-01
"Asheville, NC","200307.nc4",0.000129187334096059,0,0.0144065013155341,1.09444689750671,3.53997778892517,294.908386230469,"2003","07",2003-07-01
"Asheville, NC","200308.nc4",9.48684319155291e-05,0,0.0148919625207782,1.09217607975006,2.80967354774475,295.595001220703,"2003","08",2003-08-01
"Asheville, NC","200309.nc4",3.32840536430012e-05,0,0.0104524716734886,1.11085987091064,3.74981570243835,291.275299072266,"2003","09",2003-09-01
"Asheville, NC","200310.nc4",2.1048697817605e-05,0,0.00725239003077149,1.13075280189514,4.31929445266724,286.127563476562,"2003","10",2003-10-01
"Asheville, NC","200311.nc4",4.56292546004988e-05,2.0726386651404e-07,0.00667755724862218,1.14336943626404,5.00418615341187,283.899810791016,"2003","11",2003-11-01
"Asheville, NC","200312.nc4",3.99496238969732e-05,1.79657981789205e-05,0.0035347742959857,1.17972457408905,5.55073833465576,274.995178222656,"2003","12",2003-12-01
"Asheville, NC","200401.nc4",1.90801656572148e-05,8.25694587547332e-06,0.00370879773981869,1.18179988861084,5.72160339355469,274.1875,"2004","01",2004-01-01
"Asheville, NC","200402.nc4",4.97126056870911e-05,2.32349448197056e-05,0.0037938985042274,1.17954838275909,4.88619709014893,275.384185791016,"2004","02",2004-02-01
"Asheville, NC","200403.nc4",3.75429117411841e-05,2.71879980573431e-06,0.00611257972195745,1.15236973762512,5.4062967300415,281.95361328125,"2004","03",2004-03-01
"Asheville, NC","200404.nc4",3.95324532291852e-05,2.67421881972041e-07,0.00707683665677905,1.13187885284424,5.45838642120361,285.640350341797,"2004","04",2004-04-01
"Asheville, NC","200405.nc4",3.40200640494004e-05,0,0.0112739577889442,1.10723996162415,4.10865449905396,292.332916259766,"2004","05",2004-05-01
"Asheville, NC","200406.nc4",7.60497496230528e-05,0,0.0129449618980289,1.09875822067261,3.38576436042786,294.059478759766,"2004","06",2004-06-01
"Asheville, NC","200407.nc4",3.1889219826553e-05,0,0.0133821787312627,1.09011209011078,3.44644975662231,295.770538330078,"2004","07",2004-07-01
"Asheville, NC","200408.nc4",3.85448147426359e-05,0,0.0120176775380969,1.09700632095337,2.99117469787598,294.518005371094,"2004","08",2004-08-01
"Asheville, NC","200409.nc4",0.000118137126264628,0,0.0113403182476759,1.10922276973724,4.85194253921509,291.495483398438,"2004","09",2004-09-01
"Asheville, NC","200410.nc4",2.66022379946662e-05,0,0.00947863049805164,1.12146997451782,3.62331628799438,288.178619384766,"2004","10",2004-10-01
"Asheville, NC","200411.nc4",6.57872224110179e-05,7.91952913914429e-07,0.00673011085018516,1.14837634563446,4.39823532104492,282.7734375,"2004","11",2004-11-01
"Asheville, NC","200412.nc4",3.75800045731012e-05,1.60059562404058e-06,0.0042757922783494,1.17368793487549,5.34956312179565,276.441162109375,"2004","12",2004-12-01
"Asheville, NC","200501.nc4",2.92694767267676e-05,8.82518088474171e-06,0.00496770674362779,1.17454779148102,5.39941453933716,276.936828613281,"2005","01",2005-01-01
"Asheville, NC","200502.nc4",3.2159878173843e-05,1.08875856312807e-05,0.00454613380134106,1.17042911052704,5.04256868362427,277.165191650391,"2005","02",2005-02-01
"Asheville, NC","200503.nc4",7.62907366151921e-05,8.81359756021993e-06,0.00513609731569886,1.15328454971313,5.77319955825806,279.165069580078,"2005","03",2005-03-01
"Asheville, NC","200504.nc4",8.19026317913085e-05,2.88525427549757e-07,0.00741530302911997,1.13016784191132,5.32717132568359,285.401092529297,"2005","04",2005-04-01
"Asheville, NC","200505.nc4",4.00900316890329e-05,0,0.00903339684009552,1.11949038505554,4.17723083496094,288.495513916016,"2005","05",2005-05-01
"Asheville, NC","200506.nc4",9.58603777689859e-05,0,0.0130245499312878,1.09981870651245,3.68735766410828,293.333770751953,"2005","06",2005-06-01
"Asheville, NC","200507.nc4",6.04736451350618e-05,0,0.0152885830029845,1.08973157405853,3.42329120635986,296.127136230469,"2005","07",2005-07-01
"Asheville, NC","200508.nc4",3.34701253450476e-05,0,0.0142506249248981,1.09003138542175,3.06770730018616,296.197448730469,"2005","08",2005-08-01
"Asheville, NC","200509.nc4",7.81149083195487e-06,0,0.0101830875501037,1.10141956806183,3.86845731735229,294.2451171875,"2005","09",2005-09-01
"Asheville, NC","200510.nc4",2.61121931544039e-05,0,0.00785560254007578,1.12441992759705,4.45861101150513,287.640838623047,"2005","10",2005-10-01
"Asheville, NC","200511.nc4",4.32451888627838e-05,1.89961440355546e-06,0.00552075263112783,1.14816606044769,5.20180034637451,282.420471191406,"2005","11",2005-11-01
"Asheville, NC","200512.nc4",3.91904577554669e-05,1.91633007489145e-05,0.00348843634128571,1.18021047115326,5.1394157409668,274.298980712891,"2005","12",2005-12-01
"Asheville, NC","200601.nc4",4.91460232296959e-05,8.73247643085051e-07,0.00499385222792625,1.16161286830902,6.06144523620605,278.538940429688,"2006","01",2006-01-01
"Asheville, NC","200602.nc4",2.3848482669564e-05,7.50988192521618e-06,0.00384701625443995,1.1747909784317,5.24016857147217,275.592559814453,"2006","02",2006-02-01
"Asheville, NC","200603.nc4",1.72414911503438e-05,4.38299048255431e-06,0.00532578676939011,1.15574681758881,5.64040231704712,280.312957763672,"2006","03",2006-03-01
"Asheville, NC","200604.nc4",3.05293870042078e-05,2.14546284384165e-12,0.00834617298096418,1.12133133411407,5.26593160629272,287.960083007812,"2006","04",2006-04-01
"Asheville, NC","200605.nc4",2.78309889836237e-05,0,0.00913283228874207,1.1133941411972,4.27643537521362,289.444305419922,"2006","05",2006-05-01
"Asheville, NC","200606.nc4",5.78533254156355e-05,0,0.0111412396654487,1.09837257862091,3.98816752433777,294.0263671875,"2006","06",2006-06-01
"Asheville, NC","200607.nc4",3.62095815944485e-05,0,0.0126741612330079,1.09046864509583,3.32478189468384,296.74755859375,"2006","07",2006-07-01
"Asheville, NC","200608.nc4",3.52100250893272e-05,0,0.0137000558897853,1.08829081058502,3.13326478004456,296.597747802734,"2006","08",2006-08-01
"Asheville, NC","200609.nc4",4.59204675280489e-05,0,0.0106652798131108,1.11141180992126,3.57899045944214,290.532501220703,"2006","09",2006-09-01
"Asheville, NC","200610.nc4",3.90555323974695e-05,2.01738695193576e-10,0.00689274119213223,1.13474297523499,4.62314605712891,285.040832519531,"2006","10",2006-10-01
"Asheville, NC","200611.nc4",4.39452305727173e-05,5.03602393564506e-07,0.00560082262381911,1.15147542953491,4.99049139022827,281.525329589844,"2006","11",2006-11-01
"Asheville, NC","200612.nc4",5.43019268661737e-05,2.40258628991796e-07,0.00483094062656164,1.1659107208252,4.87200355529785,279.325317382812,"2006","12",2006-12-01
"Asheville, NC","200701.nc4",4.27616250817664e-05,5.12207952851895e-06,0.00456494186073542,1.17516505718231,5.69583559036255,276.339019775391,"2007","01",2007-01-01
"Asheville, NC","200702.nc4",2.42710648308275e-05,6.94686514179921e-06,0.00347166880965233,1.18005836009979,6.04841566085815,274.131256103516,"2007","02",2007-02-01
"Asheville, NC","200703.nc4",4.61378658656031e-05,1.11793077905986e-07,0.00680880574509501,1.14542496204376,5.13832235336304,283.680541992188,"2007","03",2007-03-01
"Asheville, NC","200704.nc4",4.81003880850039e-05,3.0161652375682e-07,0.00654106540605426,1.13694274425507,5.79363822937012,284.020080566406,"2007","04",2007-04-01
"Asheville, NC","200705.nc4",2.78779170912458e-05,0,0.00862625893205404,1.115602850914,3.82774209976196,291.018035888672,"2007","05",2007-05-01
"Asheville, NC","200706.nc4",2.00921531359199e-05,0,0.0107627306133509,1.0941150188446,3.42095017433167,295.302612304688,"2007","06",2007-06-01
"Asheville, NC","200707.nc4",3.09135321003851e-05,0,0.0120148397982121,1.09448266029358,3.21639847755432,295.01171875,"2007","07",2007-07-01
"Asheville, NC","200708.nc4",5.70465135751874e-06,0,0.0128413196653128,1.07991015911102,3.2362368106842,299.10546875,"2007","08",2007-08-01
"Asheville, NC","200709.nc4",2.09974641620647e-05,0,0.00994050223380327,1.10233867168427,3.64955997467041,294.261779785156,"2007","09",2007-09-01
"Asheville, NC","200710.nc4",3.03636224998627e-05,0,0.00824704580008984,1.12041127681732,4.21409130096436,289.214996337891,"2007","10",2007-10-01
"Asheville, NC","200711.nc4",1.47669534271699e-05,1.40965596528986e-07,0.00467486120760441,1.15493881702423,4.83486557006836,281.175415039062,"2007","11",2007-11-01
"Asheville, NC","200712.nc4",5.93975928495638e-05,2.39220548792218e-06,0.00519708311185241,1.16230118274689,4.91174745559692,279.132232666016,"2007","12",2007-12-01
"Asheville, NC","200801.nc4",2.66505430772668e-05,1.13027526822407e-05,0.00369620718993247,1.18543696403503,5.28113126754761,274.249572753906,"2008","01",2008-01-01
"Asheville, NC","200802.nc4",4.91433020215482e-05,8.68440383783309e-06,0.00474300095811486,1.16434073448181,5.8919997215271,277.742980957031,"2008","02",2008-02-01
"Asheville, NC","200803.nc4",5.40483888471499e-05,4.62341262164045e-07,0.00557262124493718,1.15421569347382,5.83675909042358,280.619964599609,"2008","03",2008-03-01
"Asheville, NC","200804.nc4",4.4030060962541e-05,6.37714734352812e-08,0.00749203562736511,1.13424754142761,4.61088991165161,285.251617431641,"2008","04",2008-04-01
"Asheville, NC","200805.nc4",3.37429119099397e-05,0,0.00910812988877296,1.11361539363861,5.07486867904663,289.252777099609,"2008","05",2008-05-01
"Asheville, NC","200806.nc4",1.19043816084741e-05,0,0.0112452004104853,1.0915060043335,3.66466999053955,296.098571777344,"2008","06",2008-06-01
"Asheville, NC","200807.nc4",3.38068712153472e-05,0,0.0114998752251267,1.09084713459015,3.25003266334534,296.252227783203,"2008","07",2008-07-01
"Asheville, NC","200808.nc4",4.74012158520054e-05,0,0.0115070827305317,1.09132540225983,3.70175886154175,295.462768554688,"2008","08",2008-08-01
"Asheville, NC","200809.nc4",2.62186931649921e-05,0,0.0107946218922734,1.10779273509979,3.77844095230103,292.154937744141,"2008","09",2008-09-01
"Asheville, NC","200810.nc4",1.94946187548339e-05,1.16032943253686e-07,0.00659789377823472,1.13717806339264,4.3500337600708,285.870025634766,"2008","10",2008-10-01
"Asheville, NC","200811.nc4",2.68238236458274e-05,2.58613408732344e-06,0.00440964847803116,1.16113603115082,4.69302463531494,279.294738769531,"2008","11",2008-11-01
"Asheville, NC","200812.nc4",5.32245176145807e-05,5.36347499746626e-07,0.00510877789929509,1.16875517368317,5.42067289352417,277.760345458984,"2008","12",2008-12-01
"Asheville, NC","200901.nc4",4.22557968704496e-05,1.07348319033918e-06,0.00392176536843181,1.18014228343964,5.33144330978394,274.308410644531,"2009","01",2009-01-01
"Asheville, NC","200902.nc4",3.69024819519836e-05,4.45693603978725e-06,0.00424919929355383,1.17522251605988,5.86523246765137,276.344665527344,"2009","02",2009-02-01
"Asheville, NC","200903.nc4",6.34987518424168e-05,6.37746143183904e-06,0.0059907422401011,1.15474200248718,4.76786470413208,281.048614501953,"2009","03",2009-03-01
"Asheville, NC","200904.nc4",4.89147314510774e-05,6.35636752122082e-07,0.00735412444919348,1.13249802589417,5.55716180801392,285.344940185547,"2009","04",2009-04-01
"Asheville, NC","200905.nc4",8.09922494227067e-05,0,0.0107915019616485,1.11481714248657,4.25401926040649,289.868530273438,"2009","05",2009-05-01
"Asheville, NC","200906.nc4",2.66980005108053e-05,0,0.0136766172945499,1.09024822711945,3.67492413520813,294.832489013672,"2009","06",2009-06-01
"Asheville, NC","200907.nc4",4.78803121950477e-05,0,0.0126484222710133,1.09688210487366,3.51586723327637,293.991607666016,"2009","07",2009-07-01
"Asheville, NC","200908.nc4",3.55419906554744e-05,0,0.0130746141076088,1.09490776062012,3.13771343231201,295.151519775391,"2009","08",2009-08-01
"Asheville, NC","200909.nc4",7.51687912270427e-05,0,0.0112596219405532,1.1091673374176,3.32445025444031,291.574340820312,"2009","09",2009-09-01
"Asheville, NC","200910.nc4",6.01031024416443e-05,1.23504349858194e-07,0.00793605484068394,1.13317227363586,4.23661231994629,285.328094482422,"2009","10",2009-10-01
"Asheville, NC","200911.nc4",7.37631926313043e-05,7.62520699026936e-07,0.00605628965422511,1.14745390415192,4.65573596954346,282.400177001953,"2009","11",2009-11-01
"Asheville, NC","200912.nc4",7.76569795561954e-05,2.78814677585615e-05,0.00389414420351386,1.18030333518982,5.12345457077026,274.431091308594,"2009","12",2009-12-01
"Asheville, NC","201001.nc4",6.32462542853318e-05,2.08257497433806e-05,0.00328701664693654,1.19074130058289,5.5827374458313,271.931915283203,"2010","01",2010-01-01
"Asheville, NC","201002.nc4",3.88973530789372e-05,3.24390348396264e-05,0.00323256524279714,1.18707120418549,5.64054203033447,271.535369873047,"2010","02",2010-02-01
"Asheville, NC","201003.nc4",3.5757853765972e-05,2.87911871055258e-06,0.00524801481515169,1.15361440181732,5.2320876121521,279.316467285156,"2010","03",2010-03-01
"Asheville, NC","201004.nc4",3.03495344269322e-05,0,0.00786466058343649,1.12320697307587,4.97285747528076,287.778961181641,"2010","04",2010-04-01
"Asheville, NC","201005.nc4",6.1973390984349e-05,0,0.0114882569760084,1.10802721977234,4.34078598022461,291.502258300781,"2010","05",2010-05-01
"Asheville, NC","201006.nc4",6.07461624895222e-05,0,0.0145609090104699,1.08755087852478,3.36481523513794,296.503112792969,"2010","06",2010-06-01
"Asheville, NC","201007.nc4",3.21262123179622e-05,0,0.0136840865015984,1.08499991893768,3.27310299873352,297.714996337891,"2010","07",2010-07-01
"Asheville, NC","201008.nc4",4.83110925415531e-05,0,0.0143377622589469,1.08541190624237,3.0164589881897,296.996704101562,"2010","08",2010-08-01
"Asheville, NC","201009.nc4",7.67568126320839e-05,0,0.010128359310329,1.0983521938324,4.01455402374268,294.209564208984,"2010","09",2010-09-01
"Asheville, NC","201010.nc4",2.07226548809558e-05,0,0.00661847414448857,1.12548851966858,4.88918590545654,287.499786376953,"2010","10",2010-10-01
"Asheville, NC","201011.nc4",3.81513928005006e-05,1.02077152064339e-07,0.00525279622524977,1.1527510881424,4.68041896820068,281.448638916016,"2010","11",2010-11-01
"Asheville, NC","201012.nc4",2.79873820545617e-05,1.18202569865389e-05,0.00284965918399394,1.19316911697388,5.58126068115234,271.023986816406,"2010","12",2010-12-01
"Asheville, NC","201101.nc4",2.30366058531217e-05,9.91706747299759e-06,0.00329739786684513,1.18558299541473,4.88998699188232,272.724304199219,"2011","01",2011-01-01
"Asheville, NC","201102.nc4",3.40631195285823e-05,7.30895135347964e-06,0.00462133064866066,1.1671701669693,5.57469797134399,277.647521972656,"2011","02",2011-02-01
"Asheville, NC","201103.nc4",0.000104705941339489,1.16707560664508e-05,0.00586151285097003,1.15382301807404,5.32362604141235,280.836822509766,"2011","03",2011-03-01
"Asheville, NC","201104.nc4",4.15438735217322e-05,1.79797098098788e-06,0.00835311226546764,1.12471532821655,6.26025295257568,286.906768798828,"2011","04",2011-04-01
"Asheville, NC","201105.nc4",2.98871600534767e-05,1.68469224681722e-10,0.0102259051054716,1.1109790802002,3.9441339969635,290.418609619141,"2011","05",2011-05-01
"Asheville, NC","201106.nc4",4.70710183435585e-05,0,0.0134351756423712,1.09035623073578,3.49714875221252,295.734191894531,"2011","06",2011-06-01
"Asheville, NC","201107.nc4",5.36326624569483e-05,0,0.0144156161695719,1.08450889587402,2.89677047729492,297.311218261719,"2011","07",2011-07-01
"Asheville, NC","201108.nc4",1.21752009363263e-05,0,0.0124600408598781,1.08564627170563,3.66381907463074,296.573852539062,"2011","08",2011-08-01
"Asheville, NC","201109.nc4",0.000102967424027156,0,0.0107799917459488,1.10513198375702,3.63429069519043,292.058441162109,"2011","09",2011-09-01
"Asheville, NC","201110.nc4",2.65556736849248e-05,6.36766799289035e-08,0.00634616613388062,1.13392770290375,4.98989009857178,285.445037841797,"2011","10",2011-10-01
"Asheville, NC","201111.nc4",5.97391845076345e-05,3.67845927939925e-07,0.00594555400311947,1.15074336528778,5.10832166671753,282.041381835938,"2011","11",2011-11-01
"Asheville, NC","201112.nc4",4.15347130910959e-05,4.4370544856065e-06,0.00526109570637345,1.16505825519562,4.6190938949585,279.114685058594,"2011","12",2011-12-01
"Asheville, NC","201201.nc4",4.27724116889294e-05,1.24706480164605e-06,0.00464249681681395,1.16896855831146,5.65807771682739,277.245452880859,"2012","01",2012-01-01
"Asheville, NC","201202.nc4",3.11285548377782e-05,1.7909376310854e-06,0.00507446937263012,1.16434216499329,5.37190675735474,278.503173828125,"2012","02",2012-02-01
"Asheville, NC","201203.nc4",5.2207939006621e-05,3.84825995070059e-07,0.00805568229407072,1.134601354599,5.03808355331421,285.896148681641,"2012","03",2012-03-01
"Asheville, NC","201204.nc4",5.38840358785819e-05,1.65775475124974e-07,0.00821949727833271,1.12645578384399,4.76625347137451,286.597229003906,"2012","04",2012-04-01
"Asheville, NC","201205.nc4",5.75634767301381e-05,0,0.0112472781911492,1.10698544979095,3.56354761123657,291.703186035156,"2012","05",2012-05-01
"Asheville, NC","201206.nc4",3.23212443618104e-05,0,0.0112885255366564,1.09836292266846,3.41237330436707,293.905914306641,"2012","06",2012-06-01
"Asheville, NC","201207.nc4",7.93685103417374e-05,0,0.0144534846767783,1.08498656749725,3.41917729377747,297.437957763672,"2012","07",2012-07-01
"Asheville, NC","201208.nc4",5.81455642532092e-05,0,0.0127452472224832,1.09504652023315,2.75783538818359,294.776336669922,"2012","08",2012-08-01
"Asheville, NC","201209.nc4",5.49279466213193e-05,0,0.0107640856876969,1.10814809799194,3.62192964553833,291.873168945312,"2012","09",2012-09-01
"Asheville, NC","201210.nc4",2.34404960792745e-05,5.0370101689623e-07,0.00748982280492783,1.13145124912262,4.55070400238037,285.503143310547,"2012","10",2012-10-01
"Asheville, NC","201211.nc4",1.88988215086283e-05,3.52377583112684e-06,0.00430339062586427,1.16061043739319,4.46378326416016,280.184539794922,"2012","11",2012-11-01
"Asheville, NC","201212.nc4",6.33281088084914e-05,7.59432123231818e-06,0.00509970635175705,1.15925490856171,5.13088321685791,279.224151611328,"2012","12",2012-12-01
"Asheville, NC","201301.nc4",7.36173678888008e-05,6.54094128549332e-06,0.00522592570632696,1.17071640491486,5.22671318054199,277.551086425781,"2013","01",2013-01-01
"Asheville, NC","201302.nc4",5.37268715561368e-05,2.09394784178585e-05,0.00383447553031147,1.17639100551605,5.70536994934082,274.959381103516,"2013","02",2013-02-01
"Asheville, NC","201303.nc4",5.39024113095365e-05,9.13417534320615e-06,0.00432364363223314,1.16969013214111,5.85296773910522,276.4033203125,"2013","03",2013-03-01
"Asheville, NC","201304.nc4",6.7464032326825e-05,7.02836223354097e-06,0.00755786569789052,1.13772511482239,4.98795986175537,284.854339599609,"2013","04",2013-04-01
"Asheville, NC","201305.nc4",7.30682731955312e-05,0,0.00968223810195923,1.12075352668762,4.78911590576172,288.743865966797,"2013","05",2013-05-01
"Asheville, NC","201306.nc4",9.42119513638318e-05,0,0.0135376481339335,1.09743988513947,3.79375720024109,293.612915039062,"2013","06",2013-06-01
"Asheville, NC","201307.nc4",0.000121502118417993,0,0.0147724933922291,1.0962061882019,3.65884685516357,294.627563476562,"2013","07",2013-07-01
"Asheville, NC","201308.nc4",5.95833225816023e-05,0,0.0139744840562344,1.09978795051575,3.37133765220642,293.811096191406,"2013","08",2013-08-01
"Asheville, NC","201309.nc4",2.43078084167792e-05,0,0.0112879825755954,1.10878419876099,3.30413198471069,291.491912841797,"2013","09",2013-09-01
"Asheville, NC","201310.nc4",1.10094279079931e-05,3.67391805866646e-08,0.00830009300261736,1.12947428226471,3.77219128608704,286.741638183594,"2013","10",2013-10-01
"Asheville, NC","201311.nc4",4.22335979237687e-05,1.43579954965389e-05,0.00458128191530704,1.17112076282501,5.03353834152222,278.075866699219,"2013","11",2013-11-01
"Asheville, NC","201312.nc4",6.66482956148684e-05,6.96372671882273e-06,0.00507486565038562,1.16849446296692,4.9661340713501,277.826385498047,"2013","12",2013-12-01
"Asheville, NC","201401.nc4",3.41658596880734e-05,3.36866219186049e-06,0.00292467325925827,1.19400405883789,5.59516382217407,271.370513916016,"2014","01",2014-01-01
"Asheville, NC","201402.nc4",2.91336145892274e-05,8.86304496816592e-06,0.0041962075047195,1.1721134185791,5.50145292282104,276.091979980469,"2014","02",2014-02-01
"Asheville, NC","201403.nc4",4.20519136241637e-05,1.00941078926553e-05,0.00491455569863319,1.16017127037048,5.60690832138062,278.832824707031,"2014","03",2014-03-01
"Asheville, NC","201404.nc4",6.36995828244835e-05,2.21821047641235e-10,0.00769782811403275,1.13021039962769,5.55310583114624,285.989135742188,"2014","04",2014-04-01
"Asheville, NC","201405.nc4",5.50031363673043e-05,0,0.0105507932603359,1.11148869991302,4.37616539001465,291.090759277344,"2014","05",2014-05-01
"Asheville, NC","201406.nc4",4.94532323500607e-05,0,0.013343058526516,1.09617435932159,3.43985629081726,294.433319091797,"2014","06",2014-06-01
"Asheville, NC","201407.nc4",4.70260856673121e-05,0,0.0125622153282166,1.09773468971252,3.48183679580688,294.282867431641,"2014","07",2014-07-01
"Asheville, NC","201408.nc4",4.41234697063919e-05,0,0.0125581752508879,1.09531211853027,3.35646295547485,294.876739501953,"2014","08",2014-08-01
