State,Name,ID,Org Type ,Mode,TOS, VOMS,Service Supplied (in Thousands),,,,,,,,,,,,Unlinked Passenger Trips ,,,
,,,,Total,,45,53,,"1,057.7 ",,"1,642.1 ",,"1,529.5 ",,128.6 ,,110.0 ,,"1,149.4 ",,"3,681.8 ",
CA,Central Contra Costa Transit Authority (County Connection),9078,B,DR,PT,51,56,,0.0 ,,"1,634.6 ",Q,"1,343.1 ",,101.4 ,Q,81.1 ,,165.1 ,,"1,634.6 ",
CA,Central Contra Costa Transit Authority (County Connection),9078,B,MB,DO,106,131,,"3,044.0 ",,"3,943.9 ",,"3,040.8 ",,282.3 ,,243.1 ,,"4,114.6 ",,"18,290.1 ",
,,,,Total,,157,187,,"3,044.0 ",,"5,578.5 ",,"4,383.9 ",,383.8 ,,324.2 ,,"4,279.7 ",,"19,924.7 ",
CA,Chula Vista Transit (CVT),9193,B,MB,PT,30,35,,"1,405.0 ",,"1,520.5 ",,"1,404.1 ",,117.3 ,,110.9 ,,"3,274.1 ",,"11,843.5 ",
CA,City of Alameda Ferry Services,9150,B,FB,PT,3,5,,76.5 ,,81.1 ,,76.5 ,,6.9 ,,6.5 ,,520.7 ,,"3,351.8 ",
CA,City of Arcadia Transit (Arcadia Transit),9044,B,DR,PT,16,18,,0.0 ,,333.3 ,,292.7 ,,30.5 ,,27.9 ,,129.8 ,,426.8 ,
CA,City of Benicia (Benicia Breeze),9174,B,DR,PT,4,6,,0.0 ,,136.3 ,Q,109.9 ,Q,11.7 ,Q,8.5 ,Q,16.4 ,,186.3 ,
CA,City of Benicia (Benicia Breeze),9174,B,MB,PT,5,9,,208.1 ,,247.7 ,Q,220.1 ,Q,16.8 ,Q,12.4 ,Q,120.9 ,,403.0 ,
,,,,Total,,9,15,,208.1 ,,383.9 ,,330.0 ,,28.5 ,,20.9 ,,137.2 ,,589.3 ,
CA,City of Commerce Municipal Buslines (CBL),9043,A,DR,DO,5,6,,0.0 ,,73.4 ,,69.4 ,,4.8 ,,4.4 ,,8.3 ,,45.1 ,
CA,City of Commerce Municipal Buslines (CBL),9043,A,MB,DO,6,9,,244.5 ,,247.1 ,,244.5 ,,19.5 ,,18.2 ,,671.6 ,,"2,711.6 ",
,,,,Total,,11,15,,244.5 ,,320.5 ,,313.9 ,,24.4 ,,22.5 ,,679.9 ,,"2,756.7 ",
CA,City of Corona (Corona Dial-A-Ride),9052,B,DR,PT,7,9,,0.0 ,,201.0 ,,190.2 ,,14.0 ,,13.2 ,Q,58.9 ,,315.0 ,
CA,City of Corona (Corona Dial-A-Ride),9052,B,MB,PT,4,5,,207.0 ,,217.0 ,,207.0 ,,19.4 ,Q,18.2 ,Q,147.0 ,,578.5 ,
,,,,Total,,11,14,,207.0 ,,418.0 ,,397.2 ,,33.4 ,,31.4 ,,205.9 ,,893.4 ,
CA,City of Elk Grove (etran),9205,B,DR,PT,3,6,,0.0 ,,235.2 ,,140.5 ,,15.1 ,,12.7 ,,17.7 ,,232.8 ,
CA,City of Elk Grove (etran),9205,B,MB,PT,32,41,,"1,165.3 ",,"1,366.0 ",,"1,229.3 ",,49.5 ,,43.5 ,,714.6 ,,"3,520.5 ",
,,,,Total,,35,47,,"1,165.3 ",,"1,601.2 ",,"1,369.8 ",,64.5 ,,56.2 ,,732.3 ,,"3,753.3 ",
CA,City of Fairfield - Fairfield-Suisun Transit (FST),9092,B,DR,PT,9,14,,0.0 ,,302.7 ,,273.8 ,,21.3 ,,18.9 ,,32.4 ,,174.3 ,
CA,City of Fairfield - Fairfield-Suisun Transit (FST),9092,B,MB,PT,22,43,,"1,012.7 ",,"1,071.8 ",,"1,012.9 ",,64.5 ,,60.8 ,,777.1 ,,"3,497.3 ",
,,,,Total,,31,57,,"1,012.7 ",,"1,374.4 ",,"1,286.7 ",,85.8 ,,79.6 ,,809.5 ,,"3,671.7 ",
CA,City of Gardena Transportation Department (GMBL),9042,B,DR,PT,8,9,,0.0 ,,104.1 ,,92.7 ,,15.5 ,,12.9 ,,33.3 ,,101.3 ,
CA,City of Gardena Transportation Department (GMBL),9042,B,MB,DO,41,53,,"1,631.2 ",,"1,651.0 ",,"1,631.2 ",,113.9 ,,112.7 ,,"4,738.6 ",,"16,916.9 ",
,,,,Total,,49,62,,"1,631.2 ",,"1,755.1 ",,"1,723.9 ",,129.4 ,,125.5 ,,"4,771.9 ",,"17,018.2 ",
CA,City of Lodi - Transit Division (Grapeline),9175,B,DR,PT,16,16,,0.0 ,,259.8 ,,230.5 ,,30.0 ,,28.0 ,,67.3 ,,180.4 ,
CA,City of Lodi - Transit Division (Grapeline),9175,B,MB,PT,9,9,,282.2 ,,283.4 ,,278.7 ,,22.5 ,,22.0 ,,282.7 ,,711.5 ,
,,,,Total,,25,25,,282.2 ,,543.2 ,,509.2 ,,52.5 ,,50.0 ,,350.0 ,,891.8 ,
CA,City of Lompoc - Lompoc Transit (COLT),9149,B,DR,PT,2,3,,0.0 ,,88.2 ,,79.3 ,,8.1 ,,7.7 ,,22.6 ,,67.8 ,
CA,City of Lompoc - Lompoc Transit (COLT),9149,B,MB,PT,10,13,,441.6 ,,466.0 ,,441.6 ,,27.0 ,,26.1 ,,323.7 ,,"4,049.5 ",
,,,,Total,,12,16,,441.6 ,,554.2 ,,520.9 ,,35.1 ,,33.8 ,,346.3 ,,"4,117.3 ",
CA,City of Los Angeles Department of Transportation (LADOT),9147,B,DR,PT,154,184,,0.0 ,,"4,409.6 ",,"4,024.1 ",,317.0 ,,276.7 ,,"1,003.9 ",,"4,527.7 ",
CA,City of Los Angeles Department of Transportation (LADOT),9147,B,MB,PT,227,282,,"7,629.1 ",,"9,165.4 ",,"7,737.5 ",,762.2 ,,665.5 ,,"29,693.7 ",,"83,628.8 ",
,,,,Total,,381,466,,"7,629.1 ",,"13,575.0 ",,"11,761.6 ",,"1,079.2 ",,942.1 ,,"30,697.6 ",,"88,156.6 ",
CA,City of Porterville (C.O.L.T.),9198,B,DR,PT,5,11,,0.0 ,,243.9 ,,236.8 ,,17.2 ,,16.6 ,,58.6 ,,175.8 ,
CA,City of Porterville (C.O.L.T.),9198,B,MB,PT,6,12,,323.8 ,,331.3 ,,323.8 ,,21.5 ,,21.2 ,,451.0 ,,"1,659.8 ",
,,,,Total,,11,23,,323.8 ,,575.2 ,,560.6 ,,38.8 ,,37.8 ,,509.7 ,,"1,835.7 ",
CA,City of Riverside Special Transportation (City of Riverside),9086,A,DR,DO,21,25,,0.0 ,,667.5 ,Q,574.3 ,Q,41.6 ,Q,36.7 ,Q,145.2 ,,571.4 ,
CA,City of San Luis Obispo (SLO Transit),9156,B,MB,PT,12,16,,356.0 ,,375.2 ,,356.0 ,,34.1 ,,32.4 ,,963.4 ,,"9,608.5 ",
CA,City of Santa Rosa (Santa Rosa CityBus),9017,B,DR,PT,11,14,,0.0 ,,258.0 ,,224.4 ,,20.4 ,,18.1 ,,50.2 ,,240.4 ,
CA,City of Santa Rosa (Santa Rosa CityBus),9017,B,MB,DO,24,29,,"1,034.6 ",,"1,073.6 ",,"1,033.9 ",,84.3 ,,81.5 ,,"2,567.4 ",,"8,608.0 ",
,,,,Total,,35,43,,"1,034.6 ",,"1,331.5 ",,"1,258.3 ",,104.7 ,,99.6 ,,"2,617.6 ",,"8,848.5 ",
CA,City of Turlock (BLAST and DART),9201,B,DR,PT,4,9,,0.0 ,,74.9 ,,69.0 ,,5.3 ,,4.9 ,,27.6 ,,170.9 ,
CA,City of Turlock (BLAST and DART),9201,B,MB,PT,5,6,,176.5 ,,202.7 ,,178.3 ,,14.4 ,,13.3 ,,127.8 ,,442.6 ,
,,,,Total,,9,15,,176.5 ,,277.6 ,,247.3 ,,19.8 ,,18.2 ,,155.4 ,,613.5 ,
CA,City of Union City Transit Division (UCT),9161,B,DR,PT,4,5,,0.0 ,,101.6 ,,91.0 ,,10.5 ,,9.5 ,,19.8 ,,54.1 ,
CA,City of Union City Transit Division (UCT),9161,B,MB,PT,11,15,,522.5 ,,549.6 ,,524.3 ,,40.1 ,,38.5 ,,398.0 ,,"1,205.1 ",
,,,,Total,,15,20,,522.5 ,,651.2 ,,615.3 ,,50.6 ,,48.0 ,,417.9 ,,"1,259.2 ",
CA,"City of Vallejo Transportation Program (Vallejo Transit, Baylink)",9028,B,DR,PT,10,12,,0.0 ,,251.6 ,,218.2 ,,20.6 ,,18.6 ,,37.9 ,,352.2 ,
CA,"City of Vallejo Transportation Program (Vallejo Transit, Baylink)",9028,B,FB,PT,3,4,,327.3 ,,325.5 ,,323.2 ,,12.4 ,,11.9 ,,751.7 ,Q,"20,747.1 ",Q
CA,"City of Vallejo Transportation Program (Vallejo Transit, Baylink)",9028,B,MB,PT,48,70,,"2,972.8 ",,"3,137.6 ",,"2,986.4 ",,147.2 ,,140.2 ,,"2,491.3 ",,"15,421.7 ",
,,,,Total,,61,86,,"3,300.1 ",,"3,714.6 ",,"3,527.8 ",,180.2 ,,170.8 ,,"3,280.9 ",,"36,521.0 ",
CA,City of Visalia - Visalia City Coach (VCC),9091,B,DR,PT,6,9,,0.0 ,,144.0 ,,128.5 ,,10.5 ,,9.2 ,,33.6 ,,215.2 ,
CA,City of Visalia - Visalia City Coach (VCC),9091,B,MB,PT,23,30,,"1,046.2 ",,"1,129.5 ",Q,"1,046.2 ",Q,86.0 ,Q,80.5 ,Q,"1,425.3 ",,"5,461.7 ",
,,,,Total,,29,39,,"1,046.2 ",,"1,273.4 ",,"1,174.8 ",,96.5 ,,89.8 ,,"1,458.9 ",,"5,676.9 ",
CA,Culver City Municipal Bus Lines (CityBus),9039,A,MB,DO,33,46,,"1,417.3 ",,"1,519.2 ",,"1,415.4 ",,138.4 ,,130.5 ,,"5,721.3 ",,"15,803.1 ",
CA,Eastern Contra Costa Transit Authority (Tri Delta Transit),9162,B,DR,PT,18,23,,0.0 ,,588.1 ,,516.3 ,,49.1 ,,43.9 ,,102.7 ,,532.9 ,
CA,Eastern Contra Costa Transit Authority (Tri Delta Transit),9162,B,MB,PT,57,69,,"2,399.5 ",,"2,653.1 ",,"2,391.9 ",,179.4 ,,160.8 ,,"2,441.2 ",,"16,478.2 ",
,,,,Total,,75,92,,"2,399.5 ",,"3,241.3 ",,"2,908.2 ",,228.5 ,,204.7 ,,"2,543.9 ",,"17,011.1 ",
CA,Foothill Transit,9146,B,MB,PT,268,306,,"12,325.0 ",,"16,242.0 ",,"11,895.7 ",,878.7 ,,736.4 ,,"14,664.8 ",,"97,781.9 ",
CA,Fresno Area Express (FAX),9027,B,DR,PT,35,38,,0.0 ,,"1,329.0 ",Q,982.5 ,Q,123.2 ,Q,76.2 ,Q,133.7 ,Q,928.2 ,Q
CA,Fresno Area Express (FAX),9027,B,MB,DO,91,107,,"4,242.1 ",,"4,566.3 ",,"4,229.0 ",,372.0 ,,359.7 ,,"11,808.7 ",,"31,908.2 ",
,,,,Total,,126,145,,"4,242.1 ",,"5,895.3 ",,"5,211.6 ",,495.1 ,,435.9 ,,"11,942.5 ",,"32,836.4 ",
CA,Gold Coast Transit (SCAT),9035,B,DR,PT,18,22,,0.0 ,,625.6 ,,519.4 ,,43.4 ,,31.2 ,,78.0 ,,528.2 ,
CA,Gold Coast Transit (SCAT),9035,B,MB,DO,39,48,,"1,536.3 ",,"1,662.9 ",,"1,513.5 ",,144.4 ,,138.9 ,,"3,369.7 ",,"6,518.5 ",
,,,,Total,,57,70,,"1,536.3 ",,"2,288.5 ",,"2,033.0 ",,187.7 ,,170.1 ,,"3,447.7 ",,"7,046.7 ",
CA,Golden Empire Transit District (GET),9004,A,DR,DO,12,14,,0.0 ,,503.8 ,,462.2 ,,28.1 ,,26.3 ,,63.8 ,,513.1 ,
CA,Golden Empire Transit District (GET),9004,A,MB,DO,67,81,,"3,470.0 ",,"3,684.8 ",,"3,460.1 ",,281.7 ,,273.3 ,,"6,492.7 ",,"27,551.9 ",
,,,,Total,,79,95,,"3,470.0 ",,"4,188.6 ",,"3,922.3 ",,309.8 ,,299.6 ,,"6,556.5 ",,"28,065.0 ",
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,DR,PT,34,51,,0.0 ,,"1,042.2 ",,889.3 ,,61.4 ,,51.6 ,,99.0 ,,"1,056.2 ",
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,FB,DO,4,5,,184.2 ,,193.3 ,,184.1 ,,14.3 ,,13.8 ,,"1,870.2 ",,"20,846.9 ",
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,MB,DO,160,199,,"5,082.5 ",,"5,859.2 ",,"5,079.2 ",,368.1 ,,332.8 ,,"7,433.7 ",,"72,627.1 ",
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,MB,PT,6,8,,94.1 ,,199.9 ,,94.1 ,,7.3 ,,5.0 ,,62.6 ,,"1,298.0 ",
,,,,Total,,204,263,,"5,360.8 ",,"7,294.6 ",,"6,246.7 ",,451.1 ,,403.1 ,,"9,465.4 ",,"95,828.2 ",
CA,Kings County Area Public Transit Agency (KART),9200,B,DR,PT,8,9,,0.0 ,,174.1 ,,148.5 ,,16.7 ,,14.8 ,,43.7 ,,157.5 ,
CA,Kings County Area Public Transit Agency (KART),9200,B,MB,PT,16,22,,465.3 ,,691.1 ,,608.2 ,,44.1 ,,39.5 ,,759.1 ,,"2,491.0 ",
,,,,Total,,48,62,,930.6 ,,"1,730.4 ",,"1,513.3 ",,121.4 ,,108.5 ,,"1,605.6 ",,"5,297.1 ",
CA,LACMTA - Small Operators (LACMTA),9166,B,DR,PT,216,255,,0.0 ,,"4,120.8 ",,"3,647.3 ",Q,363.1 ,,312.8 ,Q,"1,184.9 ",,"4,543.7 ",
CA,LACMTA - Small Operators (LACMTA),9166,B,MB,PT,172,207,,"5,041.4 ",,"5,472.9 ",,"5,027.4 ",,493.9 ,,448.8 ,,"9,206.4 ",,"22,049.4 ",
,,,,Total,,388,462,,"5,041.4 ",,"9,593.8 ",,"8,674.7 ",,857.0 ,,761.6 ,,"10,391.3 ",,"26,593.0 ",
CA,Laguna Beach Municipal Transit (CLB),9119,A,MB,DO,15,17,,189.2 ,,193.4 ,,189.2 ,,19.8 ,,19.0 ,,445.6 ,,784.5 ,
CA,Livermore / Amador Valley Transit Authority (LAVTA),9144,B,DR,PT,16,18,,0.0 ,,460.5 ,,371.6 ,,32.9 ,,29.0 ,,66.2 ,,483.2 ,
